run_id,model,surface,real_split,layer,normalized_depth,real_template_accuracy,nonce_heldout_accuracy,real_to_nonce_accuracy,nonce_to_real_accuracy,transfer_mean_accuracy,centroid_nearest_accuracy,centroid_alignment_margin,overlap_template_eta2,overlap_source_eta2,source_eta2_on_pc1,token_count_r2_on_pc1,balanced_layer_score
REP01_E03,Qwen3-1.7B,base,item,17,0.6071428571428571,0.5769230769230769,0.8,0.53,0.62,0.575,0.5,0.0031830817461013794,0.06808373660854838,0.1569880337790602,0.06113241780375224,0.3681635301780385,0.8291541654225315
REP01_E03,Qwen3-1.7B,base,item,18,0.6428571428571429,0.6153846153846154,0.75,0.5,0.64,0.5700000000000001,0.5,0.005138993263244629,0.0681690722005534,0.1568876177675805,0.0612508832071785,0.3678558382251804,0.826287415939369
REP01_E03,Qwen3-1.7B,base,item,19,0.6785714285714286,0.5769230769230769,0.7,0.53,0.72,0.625,0.5,0.008448436856269836,0.06816643535357428,0.1551990851533982,0.06045534965052595,0.36623005947071496,0.8866918368351929
REP01_E03,Qwen3-1.7B,base,item,20,0.7142857142857143,0.6153846153846154,0.9,0.65,0.74,0.6950000000000001,0.5,0.015906527638435364,0.06888216066117472,0.15406746240276284,0.0603269667123526,0.3662951022770992,0.9652652896663977
REP01_E03,Qwen3-1.7B,base,item,21,0.75,0.6153846153846154,0.95,0.57,0.76,0.665,0.5,0.024761095643043518,0.0705188836660012,0.14978494614524124,0.05867873907054099,0.36465498497220644,0.9488124032547508
REP01_E03,Qwen3-1.7B,base,item,22,0.7857142857142857,0.6153846153846154,0.9,0.55,0.76,0.655,0.5,0.03899538516998291,0.07212200114589243,0.14151642981084056,0.05454197438000813,0.3608719112858207,0.9622609775376871
REP01_E03,Qwen3-1.7B,base,item,23,0.8214285714285714,0.5769230769230769,0.75,0.54,0.72,0.63,0.5,0.0480121374130249,0.07325127878260115,0.13595451986235849,0.05210924401632795,0.3581222515339531,0.9525270546671781
REP01_E03,Qwen3-1.7B,base,item,24,0.8571428571428571,0.5,0.75,0.5,0.68,0.5900000000000001,0.5,0.06153368949890137,0.0730564120487072,0.13386582342152162,0.05177626177842602,0.35559461664784936,0.9287692119154176
REP01_E03,Qwen3-1.7B,base,item,25,0.8928571428571429,0.5,0.75,0.51,0.72,0.615,0.5,0.072944775223732,0.07304785256303488,0.13383586850317453,0.05303339508606524,0.35287197892642247,0.9658909119889519
REP01_E03,Qwen3-1.7B,base,item,26,0.9285714285714286,0.5,0.85,0.53,0.66,0.595,0.5,0.08207949995994568,0.07172396347835096,0.13144075707020034,0.05241579288035764,0.3477922804862516,0.9586906727681824
REP01_E03,Qwen3-1.7B,base,item,27,0.9642857142857143,0.5384615384615384,0.8,0.52,0.72,0.62,0.5,0.09431396424770355,0.07111880031963086,0.13589534241128892,0.056950945751543594,0.35086100664449316,0.9907033701752914
REP01_E03,Qwen3-1.7B,base,item,28,1.0,0.5769230769230769,0.8,0.48,0.62,0.55,0.5,0.29831844568252563,0.11258203771430905,0.055421741923403364,0.03021986653480067,0.08030882030157518,1.2728194986837285
REP01_E05b,Qwen3-1.7B,full,family,0,0.0,0.4444444444444444,0.5,0.37,0.30666666666666664,0.3383333333333333,0.4,0.14180251955986023,0.039110974004904965,0.020821085234301397,0.02127620822765551,0.0009807506216646202,0.859069580003476
REP01_E05b,Qwen3-1.7B,full,family,1,0.03571428571428571,0.6666666666666666,0.85,0.59,0.5933333333333334,0.5916666666666667,0.7,0.23203444480895996,0.055802919846555145,0.03145706829557652,0.13852540027040844,0.11702680020647045,1.4629873431284324
REP01_E05b,Qwen3-1.7B,full,family,2,0.07142857142857142,0.7361111111111112,0.95,0.68,0.76,0.72,0.5,0.28526771068573,0.0507044088935461,0.03208624301010777,0.010545447446847598,0.22277254314395456,1.4174883318896334
REP01_E05b,Qwen3-1.7B,full,family,3,0.10714285714285714,0.7777777777777778,1.0,0.8,0.7866666666666666,0.7933333333333333,0.5,0.00024628639221191406,0.02941929092747599,0.03356248028021525,0.00977423414215752,0.22131441189910753,1.2046885364705533
REP01_E05b,Qwen3-1.7B,full,family,4,0.14285714285714285,0.9027777777777778,1.0,0.75,0.8066666666666666,0.7783333333333333,0.4,0.0003012418746948242,0.029425578305696906,0.0335515121589214,0.009768996175943867,0.22137776348469,1.0897386221779342
REP01_E05b,Qwen3-1.7B,full,family,5,0.17857142857142858,0.8611111111111112,0.95,0.68,0.74,0.71,0.4,0.0004079490900039673,0.029430586728894273,0.03354885297369702,0.009764851277477187,0.22141446170791687,1.0215054806893278
REP01_E05b,Qwen3-1.7B,full,family,6,0.21428571428571427,0.8055555555555556,0.9,0.65,0.6933333333333334,0.6716666666666666,0.4,0.0005564689636230469,0.029443630419331342,0.033500118080689895,0.009740660099811994,0.22148534215073004,0.9833516820119174
REP01_E05b,Qwen3-1.7B,full,family,7,0.25,0.8055555555555556,0.75,0.66,0.72,0.69,0.5,0.0006933808326721191,0.029464505288927894,0.0334456008983802,0.009716300357416354,0.22151430562104443,1.101869203529031
REP01_E05b,Qwen3-1.7B,full,family,8,0.2857142857142857,0.7638888888888888,0.85,0.67,0.7466666666666667,0.7083333333333334,0.4,0.0007774531841278076,0.029490391644562148,0.03341599077626231,0.009705951659189714,0.2215390120577705,1.0203100427267562
REP01_E05b,Qwen3-1.7B,full,family,9,0.32142857142857145,0.7361111111111112,0.85,0.66,0.68,0.67,0.4,0.0009187161922454834,0.029516426591646404,0.03339064218623104,0.009695330112736203,0.22161173175238094,0.9821251410679191
