run_id,model,surface,real_split,layer,normalized_depth,overlap_template_eta2,overlap_source_eta2,real_template_eta2,real_root_eta2,real_family_eta2,real_affix_eta2
REP01_E05b,Qwen3-1.7B,full,family,0,0.0,0.039110974004904965,0.020821085234301397,0.14607216959537644,0.4779728202881538,0.6511152821731347,0.007080135313774765
REP01_E05b,Qwen3-1.7B,full,family,1,0.03571428571428571,0.055802919846555145,0.03145706829557652,0.13490561646391402,0.5412260080060826,0.6916291592627478,0.009407734953037055
REP01_E05b,Qwen3-1.7B,full,family,2,0.07142857142857142,0.0507044088935461,0.03208624301010777,0.10598076788823242,0.364497501508628,0.4934962227702271,0.044654866547005796
REP01_E05b,Qwen3-1.7B,full,family,3,0.10714285714285714,0.02941929092747599,0.03356248028021525,0.07866659899958393,0.20645198667762898,0.3316794543535049,0.080427743512446
REP01_E05b,Qwen3-1.7B,full,family,4,0.14285714285714285,0.029425578305696906,0.0335515121589214,0.07867557105807681,0.20647412023821748,0.33172125453410983,0.08044498137873418
REP01_E05b,Qwen3-1.7B,full,family,5,0.17857142857142858,0.029430586728894273,0.03354885297369702,0.07868106712439071,0.2065311577446767,0.33177158723597083,0.08044284766967341
REP01_E05b,Qwen3-1.7B,full,family,6,0.21428571428571427,0.029443630419331342,0.033500118080689895,0.07868467590633813,0.2065554918347492,0.33180674174610714,0.080461202122376
REP01_E05b,Qwen3-1.7B,full,family,7,0.25,0.029464505288927894,0.0334456008983802,0.07868611344857275,0.20652657210068084,0.33178460138426746,0.08049735247317033
REP01_E05b,Qwen3-1.7B,full,family,8,0.2857142857142857,0.029490391644562148,0.03341599077626231,0.0787064419408639,0.20651823111576442,0.33177537202842877,0.08049683245781353
REP01_E05b,Qwen3-1.7B,full,family,9,0.32142857142857145,0.029516426591646404,0.03339064218623104,0.07871595798239119,0.20652747463057217,0.33178197075606625,0.08052439151591975
REP01_E05b,Qwen3-1.7B,full,family,10,0.35714285714285715,0.02955295551809536,0.03333575000004809,0.0787407445756955,0.2065926129668177,0.3318476072511003,0.08055355916111721
REP01_E05b,Qwen3-1.7B,full,family,11,0.39285714285714285,0.02959700366818428,0.03329414317925019,0.07876142972626995,0.2067470000950087,0.3319895512134395,0.08056167917769826
REP01_E05b,Qwen3-1.7B,full,family,12,0.42857142857142855,0.029588263505442365,0.03316792274665028,0.07870193056129111,0.2067110586887042,0.3319215842522712,0.08064343859451965
REP01_E05b,Qwen3-1.7B,full,family,13,0.4642857142857143,0.029526232330222054,0.03318038308203549,0.07864152637702279,0.20674310514211713,0.3319533166516877,0.08063312919635113
REP01_E05b,Qwen3-1.7B,full,family,14,0.5,0.029578622841122143,0.0331631121232213,0.07869031070571211,0.20683031837667534,0.33204855091317986,0.08060809287462867
REP01_E05b,Qwen3-1.7B,full,family,15,0.5357142857142857,0.029594807875889695,0.033211483431578044,0.07871017069878618,0.2069622806231654,0.3321293028621868,0.08060429605659987
